wallet,target_slug,target_buy_usdc,target_pnl,target_roi,history_match_count,hist_mean_buy_usdc,hist_median_buy_usdc,hist_std_buy_usdc,hist_min_buy_usdc,hist_max_buy_usdc,ratio_vs_mean,ratio_vs_median,ratio_vs_hist_max,zscore,target_trade_count,target_first_time,target_last_time,history_slugs
0x8e86f72faf203e428d12300c6b251690b8497932,lol-wb-tes-2026-03-02,29.999998,-29.999998,-1.0,4,12.999999,11.0,4.123104,10.0,19.999997,2.307692,2.727273,1.5,4.123107,2,2026-03-02 14:12:37,2026-03-02 14:12:37,lol-tes-al-2026-01-24|lol-tes-we-2026-02-10|lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0xabd60fdeac7deb4b78d96f19704f82b8b146ca90,lol-wb-tes-2026-03-02,748.3746,1.6572,0.002214,5,307.58058,276.39,100.154051,224.882898,500.5,2.433101,2.707676,1.495254,4.40116,8,2026-03-02 17:35:03,2026-03-02 21:02:51,lol-al-tes-2026-02-01|lol-tes-al-2026-01-24|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10|lol-wb-tes-2026-01-27
0xd5a17aa74eb2b02175850949597d9d33adb90544,lol-wb-tes-2026-03-02,566.61,1088.78,1.921569,2,210.68485,210.68485,162.27515,48.4097,372.96,2.689372,2.689372,1.519225,2.193344,2,2026-03-01 21:04:25,2026-03-01 21:04:25,lol-al-tes-2026-02-01|lol-wb-tes-2026-01-27
0xb29501b374eeab2a080680285bd8da4a9fc7d1e7,lol-wb-tes-2026-03-02,33.5191,6.062,0.180852,2,12.7794,12.7794,2.7854,9.994,15.5648,2.622901,2.622901,2.153519,7.445861,16,2026-03-02 17:45:29,2026-03-02 21:19:39,lol-al-tes-2026-02-01|lol-tes-we-2026-02-10
0xe3294b24285c49ec6a2910c680024b3f5a9456ac,lol-wb-tes-2026-03-02,52.261799,47.793102,0.914494,3,21.333332,20.0,14.727148,3.999998,39.999998,2.449772,2.61309,1.306545,2.100099,3,2026-03-02 21:03:37,2026-03-02 21:03:37,lol-tes-al-2026-01-24|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10
0x40ce68f1564f3c751b12d88a393d8cc0651dbf90,lol-wb-tes-2026-03-02,939.980224,-907.862224,-0.965831,5,309.127329,360.494846,159.550417,43.809998,525.0,3.040754,2.607472,1.790439,3.953941,11,2026-03-01 05:04:29,2026-03-02 14:46:39,lol-al-tes-2026-02-01|lol-tes-jdg-2026-01-14|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10|lol-tes-we-2026-02-28
0xfb289ed3469b8e1ec31925b021b8c3d6d1e202bb,lol-wb-tes-2026-03-02,282.0,16.093596,0.057069,7,112.813832,109.23,69.23341,9.898243,246.980832,2.499693,2.581708,1.141789,2.443707,16,2026-03-01 23:22:45,2026-03-02 11:58:11,lol-al-tes-2026-02-01|lol-tes-al-2026-01-24|lol-tes-blg-2026-01-18|lol-tes-jdg-2026-01-14|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0xbc7c974eea213c5d59ccc93c8b1aa7c76d95c08e,lol-wb-tes-2026-03-02,49.6,4.2,0.084677,2,19.520494,19.520494,11.720494,7.8,31.240988,2.540919,2.540919,1.587658,2.566403,9,2026-03-02 18:19:45,2026-03-02 21:20:19,lol-al-tes-2026-02-01|lol-tes-we-2026-02-10
0xf163625aa894e79b73629926992e142b740eca34,lol-wb-tes-2026-03-02,1982.00832,730.71828,0.368676,4,739.002444,818.775,393.589467,134.859774,1183.6,2.682005,2.4207,1.674559,3.158128,71,2026-03-02 19:34:05,2026-03-02 21:20:23,lol-tes-al-2026-01-24|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10|lol-wb-tes-2026-01-27
0x1e1b69743a21422f14bcdb96f5ebffa1e5ecc38f,lol-wb-tes-2026-03-02,47.419998,-47.419998,-1.0,3,18.329999,19.999999,10.270238,5.0,29.989998,2.587016,2.371,1.581194,2.832456,2,2026-03-02 14:23:09,2026-03-02 14:23:09,lol-tes-al-2026-01-24|lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0x8a23ddb6993958b5321e0c1c5b4c3303e75681ca,lol-wb-tes-2026-03-02,774.0,213.5,0.27584,2,331.083746,331.083746,59.703753,271.379993,390.787498,2.337777,2.337777,1.980616,7.418566,12,2026-03-02 17:56:11,2026-03-02 21:24:55,lol-al-tes-2026-02-01|lol-wb-tes-2026-01-27
0x973a72203cd5abbebb9037a04b2cefe78d77dd9d,lol-wb-tes-2026-03-02,112.78579,190.238198,1.686721,3,44.036129,48.809961,25.11407,11.169996,72.12843,2.56121,2.310713,1.56368,2.737496,33,2026-03-01 23:41:59,2026-03-02 21:25:51,lol-tes-we-2026-02-10|lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0x20abfe0e3939d37b85328df4eac97fb4c6c87311,lol-wb-tes-2026-03-02,92.0,-92.0,-1.0,5,36.841998,39.999996,19.678715,10.0,64.209998,2.49715,2.3,1.432799,2.802927,2,2026-03-02 12:45:33,2026-03-02 12:45:33,lol-al-tes-2026-02-01|lol-tes-al-2026-01-24|lol-tes-blg-2026-01-18|lol-tes-jdg-2026-01-14|lol-tes-wb-2026-01-19
0x791f40cd0b0ff91bf76c64e010f98f5e2708060e,lol-wb-tes-2026-03-02,228.799999,318.166667,1.390589,3,113.333333,99.999999,26.246693,90.0,149.999999,2.018824,2.288,1.525333,4.399284,9,2026-03-02 18:15:11,2026-03-02 18:15:11,lol-al-tes-2026-02-01|lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0xca1d08cd4f35533e519fccc16ce51e970bc79782,lol-wb-tes-2026-03-02,21.999997,6.111113,0.277778,2,10.279997,10.279997,4.279999,5.999998,14.559996,2.140078,2.140078,1.510989,2.738318,10,2026-03-02 18:31:39,2026-03-02 21:14:23,lol-tes-we-2026-02-10|lol-tes-we-2026-02-28
0x583f70da7ee63bc1562e945f99c3407ffd622dab,lol-wb-tes-2026-03-02,9347.828323,1674.819284,0.179167,4,4776.159766,4464.737433,1040.562704,3716.653841,6458.510358,1.957185,2.093702,1.447366,4.393458,153,2026-03-02 20:16:09,2026-03-02 20:42:57,lol-tes-al-2026-01-24|lol-tes-jdg-2026-01-14|lol-tes-wb-2026-01-19|lol-wb-tes-2026-01-27
0x182dfb3b0c6ad19fbf37343ba160aa08b3b773e9,lol-wb-tes-2026-03-02,2189.987776,1809.989996,0.826484,2,1071.43905,1071.43905,188.55395,882.8851,1259.992999,2.043969,2.043969,1.738095,5.932248,23,2026-03-02 20:52:49,2026-03-02 20:53:23,lol-tes-al-2026-01-24|lol-wb-tes-2026-01-27
0x5c1eb1bb4ccaa620ad506794bc96ff7045329ba0,lol-wb-tes-2026-03-02,40.0,10.0,0.25,2,19.999997,19.999997,2e-06,19.999995,19.999998,2.0,2.0,2.0,13333335.652961,1,2026-03-02 21:24:03,2026-03-02 21:24:03,lol-tes-blg-2026-01-18|lol-tes-wb-2026-01-19
0x49a6d775012b01c2488eb54bb89701844bfda658,lol-wb-tes-2026-03-02,499.999997,685.073824,1.370148,5,206.522478,251.112399,101.717269,69.999998,311.499999,2.421044,1.99114,1.605136,2.885228,6,2026-03-02 16:45:59,2026-03-02 21:35:41,lol-tes-al-2026-01-24|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10|lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0xda325ce6ba8bd306e1971369cb935d48a1d904a1,lol-wb-tes-2026-03-02,781.6642,-781.6642,-1.0,2,413.987348,413.987348,12.003592,401.983756,425.99094,1.888135,1.888135,1.834932,30.630569,5,2026-03-02 17:01:39,2026-03-02 17:02:09,lol-tes-al-2026-01-24|lol-wb-tes-2026-01-27
0x0fbcccfc93c2c33b4f1492bf34ae89b3992062a3,lol-wb-tes-2026-03-02,1791.429243,1018.320725,0.56844,3,911.707265,952.024216,247.208203,590.801802,1192.295778,1.964917,1.881706,1.502504,3.558628,33,2026-03-02 20:55:55,2026-03-02 21:26:59,lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10|lol-wb-tes-2026-01-27
0xbf69af4abdeee17a5a9c4a9993b6a5e98dfd4fa2,lol-wb-tes-2026-03-02,46.0,-46.0,-1.0,2,25.399578,25.399578,4.600422,20.799156,30.0,1.811054,1.811054,1.533333,4.477942,1,2026-03-02 19:38:27,2026-03-02 19:38:27,lol-tes-we-2026-02-10|lol-wb-tes-2026-01-27
0xbcf011c5c93f1553d8a8c1f2df8a9cc5b9c0ea00,lol-wb-tes-2026-03-02,1060.279991,153.670786,0.144934,3,631.611214,606.153694,107.652109,514.349971,774.329978,1.678691,1.749193,1.369287,3.981982,5,2026-03-02 21:10:41,2026-03-02 21:21:27,lol-tes-al-2026-01-24|lol-tes-blg-2026-01-18|lol-tes-wb-2026-01-19
0x74a83b5a9593a95f73d4cf4a638e65fabe9cdf59,lol-wb-tes-2026-03-02,1034.55,3570.138,3.450909,3,429.864698,600.83,265.21093,55.2741,633.489995,2.406688,1.721868,1.633096,2.280017,5,2026-03-02 13:12:17,2026-03-03 00:43:19,lol-tes-blg-2026-01-18|lol-tes-wb-2026-01-19|lol-tes-we-2026-02-10
0xb003fb2e40237facd252cd84190faa0b969dd962,lol-wb-tes-2026-03-02,131.999371,-131.999371,-1.0,2,78.499999,78.499999,3.5,74.999999,81.999999,1.681521,1.681521,1.609748,15.285535,2,2026-03-02 20:53:19,2026-03-02 20:53:19,lol-tes-wb-2026-01-19|lol-wb-tes-2026-01-27
0x4bfc65e32ad2be86bdd3cf74a00ad1b49eaece53,lol-wb-tes-2026-03-02,90.0,70.0,0.777778,2,55.1,55.1,0.1,55.0,55.2,1.633394,1.633394,1.630435,349.0,2,2026-03-02 20:59:13,2026-03-02 20:59:13,lol-tes-al-2026-01-24|lol-wb-tes-2026-01-27
0xde5314ddd05574a22cdaeef4e9ab2c02ce90e5be,lol-wb-tes-2026-03-02,156.17,-72.84,-0.466415,2,100.594821,100.594821,13.605179,86.989642,114.2,1.552466,1.552466,1.367513,4.084855,7,2026-03-01 01:05:25,2026-03-01 22:27:29,lol-tes-we-2026-02-28|lol-wb-tes-2026-01-27
0xaeb50a7e23d833da8be30e69b55172d1f52858e2,lol-wb-tes-2026-03-02,527.1355,208.129,0.39483,4,346.461548,347.923096,45.045533,290.0,400.0,1.521483,1.515092,1.317839,4.010918,9,2026-03-02 17:56:15,2026-03-02 17:57:09,lol-al-tes-2026-02-01|lol-tes-al-2026-01-24|lol-tes-jdg-2026-01-14|lol-wb-tes-2026-01-27
0x41ac5791ac29f9fbb9ad7d5e455e33ffe126631a,lol-wb-tes-2026-03-02,440.22,76.56,0.173913,3,274.774,296.322,33.108279,228.0,300.0,1.602117,1.485614,1.4674,4.997119,4,2026-03-02 16:21:53,2026-03-02 16:57:25,lol-tes-jdg-2026-01-14|lol-tes-we-2026-02-10|lol-tes-we-2026-02-28
0x68a6cc32c1c9aa0ba02a9c7c9fc29a4f5721e96b,lol-wb-tes-2026-03-02,384.294091,-139.798891,-0.363781,2,320.998619,320.998619,31.001381,289.997238,352.0,1.197183,1.197183,1.091745,2.041698,9,2026-03-02 20:54:31,2026-03-02 21:21:37,lol-tes-we-2026-02-10|lol-wb-tes-2026-01-27
